QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
315474,2024-04-10T11:43:32Z,2024-04-10T11:59:45Z,1,1,1,1,2,1,2,2,2,,,,,,,1,1,,1,1,2,,5,5,5,5,5,2,2,2,2,2,1,1,1,,,,1,2,1,1,1,,,,1,1,5,2,1,1,1,2,,,,2,2,2,,1,,2,,2,,2,3,3,,,1,1,1,,,,1,1,,,1,3,3,,,,,,,2,1,2,1,2,1,3,,2,,2,2,1,2,,,,2,,,2,2,1,1,,,,,3,1,,1,2,2,1,,,1,1,2,2,4,2,2,3,2,,1,2,2,1,3,1,2,1,4,2,,2,4,1,1,4,1,2,1,2,2,0.4038233157381652,0.45506148755072023
316256,2024-04-09T19:07:33Z,2024-04-09T19:22:09Z,1,1,2,,,,,,,2,3,1,3,2,3,2,1,2,,1,1,,2,2,2,2,2,5,5,5,5,5,1,,,1,1,1,,1,,,,1,1,2,1,1,2,5,1,,,,2,2,1,,1,,1,3,3,,1,,2,,,,4,3,,,,3,5,2,,,3,1,3,3,,2,1,3,2,1,2,,2,4,5,2,2,,1,1,1,,,,,1,2,1,,1,4,,,,,,2,,2,,,3,2,1,,,2,2,1,4,9,1,4,2,1,5,2,,1,3,5,1,5,2,2,2,1,1,,1,1,1,4,2,3,2,2,1,,0.31782071762924496,
316726,2024-04-09T18:04:12Z,2024-04-09T18:18:10Z,1,1,2,,,,,,,2,2,2,3,2,1,1,1,2,,1,2,,5,5,5,5,5,1,1,1,1,1,2,,,2,1,2,,3,,,,2,2,1,1,3,5,1,1,,,,1,1,2,,2,,3,1,1,,2,,1,,,,1,1,,,,1,5,5,,,1,3,1,1,,1,2,2,1,3,1,,1,2,1,3,1,,5,2,,1,,,,2,1,2,,2,1,,,,,,2,,2,,,2,2,2,,,1,3,1,3,5,2,3,2,1,5,2,,4,1,1,4,2,1,2,1,6,2,,2,4,1,1,5,2,2,1,2,2,0.8959035180008086,0.7793735954378387
317737,2024-04-09T22:18:24Z,2024-04-09T22:32:30Z,1,1,1,2,1,2,2,3,2,,,,,,,2,1,,1,1,3,1,2,2,3,3,1,5,5,5,5,5,1,99,1,,,,2,2,2,1,99,,,,99,3,2,5,2,2,1,1,,,,1,1,1,,1,,1,,2,,99,5,4,,,3,1,2,,,,1,99,,,3,2,3,,,,,,,1,2,99,5,99,4,1,,1,1,,1,1,1,,,,3,,,3,2,2,,2,,,,3,3,,1,2,3,3,,,2,4,8,3,4,2,2,3,2,,1,1,1,1,5,1,1,1,3,3,1,1,1,1,99,2,2,2,99,1,1,0.9735010589903336,0.8418830795535418
318333,2024-04-14T16:30:50Z,2024-04-14T16:47:59Z,1,1,1,2,1,2,3,1,1,,,,,,,1,2,,1,1,2,,5,5,5,5,5,2,2,1,1,1,1,2,1,,,,2,2,1,1,2,,,,1,1,5,2,1,1,2,2,,,,1,2,1,,1,,2,,3,,1,3,4,,,1,1,1,,,,1,1,,,3,3,2,,,,,,,2,1,3,3,1,3,4,,2,,2,2,2,1,,,,2,,,3,2,2,,2,,,,1,1,,1,2,2,3,,,1,3,7,1,4,1,1,5,2,,1,1,1,1,1,1,2,1,2,1,,1,1,1,6,2,2,2,2,2,,0.2954164330697542,
318542,2024-04-09T18:02:38Z,2024-04-09T18:17:39Z,2,1,1,1,3,2,2,3,1,,,,,,,2,1,,1,1,3,1,1,2,2,3,1,5,5,5,4,5,2,2,2,,,,2,3,2,2,2,,,,1,3,2,4,2,2,2,1,,,,1,1,1,,1,,1,,3,,1,5,3,,,2,1,1,,,,1,2,,,3,3,3,,,,,,,1,2,4,4,2,3,1,,1,1,,1,2,1,,,,2,,,1,1,1,2,,,,,3,3,,1,2,3,2,,,1,1,2,2,4,1,1,6,2,,1,1,1,1,3,2,2,2,4,1,,1,1,1,9,2,2,2,2,1,1,0.8076891726156951,1.681354518567421
318711,2024-04-10T06:25:20Z,2024-04-10T06:45:31Z,2,1,2,,,,,,,2,2,2,3,1,3,1,1,2,,2,2,,4,4,4,4,4,3,3,3,2,2,2,,,1,2,2,,2,,,,1,2,1,3,3,3,2,1,,,,1,1,2,,2,,1,3,3,,2,,3,,,,2,3,,,,3,3,4,,,2,2,3,3,,2,2,2,2,2,2,,2,2,2,2,3,,1,2,,1,,,,2,2,2,,3,2,,,,,,2,,1,,,2,1,1,,,2,2,1,3,5,2,4,2,2,3,2,,1,2,2,1,3,1,2,1,2,2,,2,3,1,5,3,1,2,2,2,2,0.19727902855354482,0.35256622805725113
319198,2024-04-12T09:30:15Z,2024-04-12T09:36:36Z,2,1,2,,,,,,,2,2,1,3,2,3,1,2,2,,1,3,2,4,4,5,5,5,4,4,3,3,3,2,,,1,1,2,,3,,,,2,2,1,1,1,5,3,1,,,,2,1,2,,2,,1,2,1,,2,,1,,,,1,1,,,,2,2,4,,,2,2,1,3,,1,1,1,1,2,2,,2,1,1,2,1,,4,2,,1,,,,2,2,2,,3,1,,,,,,2,,1,,,1,1,2,,,2,2,1,2,4,2,2,1,1,5,2,,1,1,1,1,6,11,,4,5,4,2,2,4,1,3,4,1,2,2,2,,0.6158559877242312,
319402,2024-04-09T20:06:21Z,2024-04-09T20:28:14Z,1,1,1,1,2,2,3,3,1,,,,,,,2,1,,1,1,1,,1,1,1,1,1,5,5,5,5,5,2,1,1,,,,2,1,2,2,2,,,,1,3,1,5,1,2,2,2,,,,3,1,1,,1,,1,,3,,2,3,4,,,5,3,2,,,,1,3,,,2,4,3,,,,,,,1,2,4,5,2,1,1,,1,1,,1,2,1,,,,2,,,2,1,2,,2,,,,1,3,,2,2,1,2,,,1,1,2,2,4,2,3,2,2,,1,4,4,1,1,1,2,1,6,3,1,1,2,1,3,3,1,2,2,1,1,1.5624433971829845,0.7635093867255127
320909,2024-04-11T02:18:33Z,2024-04-11T03:17:18Z,2,1,2,,,,,,,1,1,1,2,3,2,1,1,1,,1,2,,4,3,5,5,5,2,3,1,1,1,1,,,2,1,2,,2,,,,2,2,1,1,1,5,2,1,,,,1,1,2,,2,,3,1,1,,2,,1,,,,1,3,,,,3,2,5,,,2,3,1,2,,3,2,3,1,3,2,,2,1,1,2,1,,5,2,,2,,,,2,1,1,,1,1,,,,,,2,,2,,,1,1,2,,,3,1,,4,9,1,3,1,1,6,2,,1,1,1,1,1,9,,3,6,2,,2,3,1,9,3,1,2,99,2,2,0.6704620626908085,1.3130978793075292
321025,2024-04-09T18:00:50Z,2024-04-10T02:08:41Z,2,1,2,,,,,,,2,3,1,3,2,1,2,1,3,,1,1,,1,1,1,1,1,5,5,5,5,5,1,,,1,2,1,,2,,,,1,1,2,3,1,1,5,2,,,,2,1,1,,1,,1,2,1,,1,,3,,,,3,3,,,,3,4,3,,,1,1,3,4,,3,1,1,1,1,1,,1,4,5,2,1,,1,1,1,,,,,2,2,1,,1,4,,,,,,2,,1,,,3,2,2,,,3,1,1,3,6,2,4,2,3,1,2,,1,1,1,1,5,1,1,1,2,1,,1,1,1,99,2,2,2,99,1,,0.7559443961361992,
321697,2024-04-09T19:24:07Z,2024-04-09T19:45:45Z,1,1,1,1,3,2,2,3,1,,,,,,,2,1,,1,1,1,,1,1,3,2,1,5,5,5,5,5,1,2,2,,,,2,1,2,1,2,,,,2,3,2,5,2,1,2,2,,,,1,1,2,,1,,1,,3,,1,4,4,,,5,1,1,,,,1,3,,,2,1,2,,,,,,,1,2,4,4,2,1,2,,1,1,,1,2,2,,,,2,,,2,2,2,,2,,,,2,3,,1,2,1,2,,,1,4,8,2,4,2,2,3,2,,1,1,1,1,3,1,2,1,5,1,,1,1,1,99,2,1,2,99,1,,0.6043590066844139,
321860,2024-04-10T16:53:08Z,2024-04-10T17:21:52Z,1,1,1,1,2,2,1,1,2,,,,,,,2,1,,1,1,1,,2,1,2,2,2,5,5,5,5,5,2,2,2,,,,2,1,1,2,2,,,,3,3,2,5,2,2,2,2,,,,1,1,1,,4,,1,,3,,1,5,5,,,4,3,1,,,,1,2,,,3,3,1,,,,,,,1,2,1,3,1,3,1,,2,,1,1,2,1,,,,2,,,2,1,2,,2,,,,2,3,,1,2,3,2,,,1,3,6,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,1,3,1,1,1,1,6,2,2,1,2,1,,0.6690652790933285,
322241,2024-04-10T13:35:36Z,2024-04-10T13:54:14Z,1,1,2,,,,,,,1,2,2,3,2,2,2,1,1,,1,1,,2,1,2,1,2,5,5,5,5,5,1,,,1,1,1,,1,,,,1,1,1,2,1,1,5,2,,,,1,2,2,,1,,2,4,1,,1,,2,,,,3,4,,,,2,4,3,,,3,1,3,2,,3,1,2,2,2,2,,2,4,5,2,5,,4,1,1,,,,,1,2,2,,1,3,,,,,,1,2,,,,4,1,2,,,2,3,2,4,8,3,4,1,2,3,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,6,2,2,2,2,1,,0.7947711133564823,
322897,2024-04-14T09:49:06Z,2024-04-14T10:14:17Z,2,1,2,,,,,,,2,2,1,2,1,1,1,1,2,,1,2,,5,5,5,5,5,1,1,1,1,1,1,,,1,1,2,,2,,,,2,1,2,1,1,5,1,1,,,,1,1,2,,2,,2,1,1,,2,,1,,,,4,4,,,,3,5,5,,,1,1,2,2,,3,1,4,1,1,2,,2,2,1,4,3,,2,2,,1,,,,2,1,1,,1,2,,,,,,2,,1,,,2,1,2,,,3,1,1,4,9,2,4,1,2,3,1,1,1,5,3,1,1,2,2,2,2,2,,2,3,1,2,2,,2,1,2,,1.0881628940679962,
323595,2024-04-09T18:32:56Z,2024-04-09T18:43:26Z,2,1,1,2,2,1,2,2,2,,,,,,,2,1,,2,1,1,,2,2,2,3,2,5,5,4,4,4,2,1,2,,,,1,2,1,2,2,,,,3,1,2,4,2,1,2,2,,,,2,1,3,,2,,2,,3,,1,3,4,,,3,2,2,,,,1,1,,,1,3,3,,,,,,,1,2,2,1,2,1,3,,1,1,,2,1,2,,,,2,,,2,2,2,,2,,,,4,4,,2,2,2,3,,,1,1,2,3,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,2,1,9,3,1,2,2,1,1,0.6359937875084483,0.7949996330443039
323647,2024-04-09T18:00:20Z,2024-04-09T19:19:25Z,2,1,2,,,,,,,3,2,1,3,2,2,2,1,3,,1,3,1,2,3,2,3,3,3,4,3,4,1,1,,,1,2,1,,2,,,,2,1,1,3,1,2,3,1,,,,1,1,1,,1,,1,1,1,,2,,3,,,,4,1,,,,3,4,5,,,3,2,2,3,,1,2,3,1,2,1,,1,4,2,2,4,,2,2,,2,,,,1,1,1,,1,3,,,,,,2,,1,,,2,1,2,,,3,3,1,3,5,2,4,1,1,5,2,,1,1,1,1,5,1,2,1,4,3,1,1,2,1,4,3,2,1,2,1,,0.2670389555502274,
324600,2024-04-09T22:13:18Z,2024-04-09T22:29:06Z,1,1,1,2,3,2,2,2,2,,,,,,,2,99,,2,1,1,,2,2,2,2,2,5,5,5,5,5,2,99,99,,,,2,1,2,1,1,,,,1,99,2,4,1,1,1,2,,,,1,1,1,,2,,1,,2,,1,3,4,,,3,2,1,,,,1,1,,,99,99,99,,,,,,,2,1,2,3,1,99,99,,2,,2,1,1,2,,,,2,,,3,3,2,,99,,,,4,4,,2,3,3,3,,,1,2,4,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,2,3,1,1,1,1,4,2,3,1,2,1,1,0.7741307777428323,0.6329519300481502
324808,2024-04-10T14:15:35Z,2024-04-10T14:33:23Z,1,1,2,,,,,,,2,1,1,2,2,2,2,1,1,,1,1,,4,3,3,4,4,5,5,4,4,3,1,,,1,1,1,,2,,,,1,2,1,1,1,2,4,1,,,,1,2,1,,2,,1,1,1,,1,,2,,,,2,3,,,,4,3,2,,,2,2,2,3,,1,1,1,1,1,2,,2,2,3,1,2,,2,1,1,,,,,2,2,2,,1,2,,,,,,2,,2,,,1,1,3,,,3,3,1,2,3,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,6,2,3,1,2,1,,0.689479082918569,
324919,2024-04-11T16:19:07Z,2024-04-11T16:37:19Z,1,1,1,1,3,3,2,3,1,,,,,,,2,1,,3,1,1,,1,2,2,1,1,5,5,5,5,5,2,2,2,,,,2,1,2,1,2,,,,1,3,1,5,1,2,2,1,,,,2,1,2,,1,,1,,3,,2,5,2,,,5,3,1,,,,2,1,,,3,3,1,,,,,,,1,2,2,3,3,4,2,,1,1,,2,2,1,,,,3,,,3,2,2,,2,,,,3,3,,2,2,3,2,,,1,3,7,2,4,1,2,4,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,2,2,2,2,1,1,,0.6455037332314697,
324930,2024-04-09T20:01:37Z,2024-04-10T09:49:22Z,2,1,1,2,2,2,2,1,2,,,,,,,2,1,,2,3,1,,1,3,3,4,4,5,4,3,3,4,2,2,2,,,,2,3,2,2,2,,,,1,3,3,4,1,1,2,1,,,,3,1,1,,4,,1,,3,,1,3,3,,,5,4,2,,,,1,3,,,4,4,1,,,,,,,2,1,4,4,3,5,1,,1,1,,1,2,1,,,,3,,,2,2,2,,1,,,,3,3,,2,2,3,3,,,1,3,7,1,3,1,1,5,2,,1,4,4,1,1,2,2,2,4,1,,1,1,1,9,2,2,2,2,1,3,0.6316887720001694,0.4463955998768077
326974,2024-04-09T21:05:32Z,2024-04-09T21:22:35Z,2,1,2,,,,,,,2,2,1,2,3,3,1,1,2,,1,2,,5,2,5,5,5,1,3,2,1,1,1,,,1,1,2,,3,,,,1,2,2,1,3,5,1,1,,,,2,1,1,,1,,1,1,3,,2,,1,,,,4,4,,,,1,3,5,,,2,2,1,2,,1,1,3,1,1,1,,1,1,2,2,1,,5,2,,2,,,,2,2,1,,1,1,,,,,,2,,1,,,2,2,6,,,3,1,1,3,6,2,2,2,2,4,2,,1,2,2,1,6,1,1,1,4,2,,2,3,1,3,3,1,2,2,2,2,0.39178177398505426,0.5678616528134482
327079,2024-04-10T17:31:18Z,2024-04-10T23:15:05Z,1,1,2,,,,,,,2,2,1,3,2,1,1,1,2,,1,2,,5,3,5,5,5,3,2,1,2,1,2,,,2,1,2,,3,,,,2,2,1,1,1,5,1,1,,,,1,1,2,,1,,1,1,3,,2,,1,,,,2,1,,,,1,3,5,,,1,1,2,2,,1,1,2,1,4,1,,1,1,1,1,1,,5,2,,1,,,,2,2,1,,3,1,,,,,,2,,2,,,2,1,2,,,3,1,2,4,9,3,3,1,2,3,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,7,4,2,1,2,2,,0.3716234289268702,
328024,2024-04-09T22:54:02Z,2024-04-09T23:07:58Z,3,1,2,,,,,,,1,1,1,3,2,1,2,1,1,,1,1,,1,1,3,1,1,5,5,5,5,5,2,,,1,1,1,,1,,,,2,1,1,1,3,1,5,2,,,,2,2,1,,1,,2,1,1,,1,,2,,,,5,3,,,,5,3,1,,,3,1,3,4,,3,1,1,1,1,2,,2,4,5,1,5,,1,1,1,,,,,1,2,1,,1,3,,,,,,1,2,,,,4,1,3,,,2,3,1,3,5,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,9,1,2,1,3,1,1,0.557800206273158,1.7952102149015985
328603,2024-04-11T21:30:12Z,2024-04-11T21:41:49Z,2,1,2,,,,,,,1,1,1,2,2,1,1,2,1,,1,2,,5,3,5,5,5,4,4,3,2,1,1,,,1,1,1,,2,,,,1,1,1,1,1,4,3,2,,,,1,2,2,,1,,1,2,1,,1,,3,,,,1,3,,,,1,4,3,,,1,1,2,3,,1,1,1,1,1,1,,1,2,2,2,2,,3,1,1,,,,,2,2,2,,1,3,,,,,,2,,2,,,1,1,2,,,2,2,1,1,1,2,3,2,1,6,2,,1,1,1,1,6,2,2,2,5,3,2,2,3,1,9,3,2,2,3,2,1,0.7409193363532017,0.781748152409708
329336,2024-04-09T23:17:54Z,2024-04-09T23:29:29Z,1,1,2,,,,,,,1,1,1,3,2,3,2,1,1,,1,1,,1,2,3,1,1,5,5,5,4,5,1,,,1,2,1,,1,,,,1,1,2,3,3,1,5,2,,,,2,2,1,,1,,1,1,2,,1,,2,,,,5,3,,,,5,4,1,,,3,1,3,4,,2,1,3,1,1,2,,2,4,5,1,5,,1,1,1,,,,,1,2,1,,1,4,,,,,,1,1,,,,99,1,6,,,2,2,1,1,2,3,4,2,1,5,2,,1,1,1,1,1,12,,3,5,4,1,1,1,1,6,1,2,1,2,1,,0.8208850162972993,
330324,2024-04-09T18:25:52Z,2024-04-09T18:44:05Z,2,1,1,2,2,2,1,1,2,,,,,,,2,1,,1,1,1,,1,1,1,2,1,5,5,4,4,3,2,2,1,,,,2,2,2,1,2,,,,1,3,2,5,1,2,2,2,,,,1,1,2,,1,,1,,3,,1,5,5,,,4,1,1,,,,2,2,,,3,2,99,,,,,,,1,2,3,4,99,4,1,,1,1,,1,1,1,,,,2,,,2,2,2,,2,,,,2,3,,1,2,3,2,,,1,3,5,2,4,1,2,3,1,1,1,4,3,1,1,1,1,1,2,3,1,1,1,1,9,2,2,2,2,1,1,0.36605157905956903,0.37837602917847957
330965,2024-04-09T22:20:51Z,2024-04-09T22:41:42Z,1,1,1,2,2,2,3,2,2,,,,,,,1,1,,1,1,2,,5,4,5,5,5,1,2,2,1,1,2,1,1,,,,1,2,1,1,1,,,,1,3,5,2,1,1,1,2,,,,1,2,3,,2,,2,,2,,1,3,4,,,2,1,1,,,,1,1,,,1,4,3,,,,,,,2,1,2,1,2,1,5,,2,,1,2,1,2,,,,2,,,1,1,1,2,,,,,2,1,,2,2,2,1,,,1,4,9,2,4,2,2,4,2,,1,1,1,1,5,1,2,1,5,2,,2,3,1,5,3,3,1,2,2,,0.5404294033218561,
331946,2024-04-10T20:29:30Z,2024-04-10T20:53:58Z,1,1,2,,,,,,,1,2,1,2,3,2,2,1,1,,1,1,,1,1,1,1,1,5,5,5,5,5,1,,,1,1,1,,2,,,,1,1,2,1,1,1,5,1,,,,1,2,1,,1,,2,2,1,,1,,2,,,,3,3,,,,4,5,1,,,2,4,2,3,,3,1,2,1,1,1,,1,4,5,3,4,,3,1,1,,,,,1,2,1,,1,4,,,,,,2,,2,,,4,1,2,,,1,3,1,3,5,3,3,1,3,2,2,,1,1,1,1,1,12,,3,5,3,1,1,2,1,8,3,2,2,3,1,1,0.9678920100055366,1.0955876214424938
332823,2024-04-09T20:50:07Z,2024-04-09T21:01:52Z,1,1,1,2,1,3,2,99,2,,,,,,,2,1,,2,1,1,,1,2,2,1,1,5,5,5,5,5,2,2,2,,,,2,1,1,2,2,,,,3,3,1,5,2,2,1,2,,,,3,1,1,,3,,1,,2,,1,4,3,,,3,2,2,,,,1,2,,,2,3,2,,,,,,,1,2,4,4,2,2,3,,1,1,,1,1,1,,,,2,,,1,1,2,,1,,,,3,3,,1,2,2,3,,,1,3,5,3,3,2,2,4,2,,1,1,1,1,5,2,2,2,5,1,,1,1,1,8,2,2,2,2,1,1,0.7211980679450496,0.7483134677664394
333245,2024-04-10T20:01:11Z,2024-04-11T11:43:55Z,2,1,2,,,,,,,2,3,1,2,3,3,2,1,3,,1,1,,2,2,2,2,2,4,4,4,4,4,2,,,1,2,1,,1,,,,2,1,2,2,3,1,5,2,,,,2,2,1,,1,,2,1,3,,2,,1,,,,4,5,,,,3,4,5,,,3,2,3,3,,2,1,3,2,1,2,,2,3,99,4,3,,3,1,1,,,,,1,1,1,,1,3,,,,,,2,,2,,,3,2,3,,,2,1,1,1,1,2,4,2,3,2,2,,1,1,1,1,1,2,2,2,5,1,,1,2,1,3,3,3,2,2,1,1,0.9345531430319292,1.0838433778352625
333397,2024-04-09T17:36:20Z,2024-04-09T17:51:27Z,2,1,1,1,1,1,1,2,1,,,,,,,2,1,,1,1,1,,1,1,1,1,1,5,5,5,5,5,1,2,2,,,,2,1,2,2,2,,,,1,1,1,5,2,2,2,1,,,,1,1,1,,1,,1,,3,,1,5,4,,,5,3,2,,,,1,1,,,3,4,1,,,,,,,1,2,3,5,3,2,1,,1,1,,1,1,1,,,,2,,,2,2,2,,2,,,,3,3,,1,2,1,2,,,1,4,8,3,4,1,2,3,2,,1,1,1,1,1,10,,3,5,1,,1,1,1,9,1,3,2,3,1,,0.5819928479841696,
333476,2024-04-11T17:07:11Z,2024-04-14T11:59:33Z,2,1,1,2,1,1,1,1,1,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,1,1,1,1,2,2,1,,,,1,2,1,1,1,,,,3,1,5,1,1,2,1,1,,,,1,1,2,,1,,2,,2,,1,3,3,,,1,1,1,,,,1,1,,,1,2,2,,,,,,,1,2,1,1,1,3,3,,2,,1,2,1,2,,,,2,,,2,2,1,2,,,,,4,1,,2,6,2,1,,,1,3,5,3,3,1,2,4,2,,1,2,2,1,1,1,1,1,1,2,,2,3,1,7,3,2,1,2,2,,0.20713470082248175,
333639,2024-04-09T18:16:19Z,2024-04-09T18:24:14Z,2,1,1,2,2,2,2,2,2,,,,,,,2,1,,2,2,1,,2,3,3,3,2,5,5,5,5,5,2,2,1,,,,2,1,2,2,2,,,,1,1,2,5,1,2,2,1,,,,3,1,2,,2,,1,,2,,1,5,5,,,4,3,2,,,,1,2,,,3,4,3,,,,,,,2,1,4,5,2,3,1,,2,,2,1,2,1,,,,2,,,3,3,2,,1,,,,4,3,,2,5,3,2,,,1,4,8,2,3,1,1,5,2,,1,1,1,1,1,3,2,4,2,4,1,1,1,1,9,2,1,1,3,1,,0.2670389555502274,
333945,2024-04-09T17:44:52Z,2024-04-09T18:08:23Z,2,1,1,2,2,3,2,3,1,,,,,,,2,1,,2,1,1,,1,1,1,1,1,5,5,5,5,5,1,2,2,,,,2,2,2,2,2,,,,1,2,1,5,2,1,2,1,,,,1,1,1,,1,,1,,3,,1,5,4,,,3,3,1,,,,1,3,,,3,2,1,,,,,,,1,2,4,5,2,5,1,,1,1,,1,2,1,,,,2,,,3,3,2,,2,,,,3,3,,1,1,3,3,,,1,4,8,2,3,1,2,3,2,,1,1,1,1,1,3,1,4,2,3,1,1,1,1,4,1,3,1,2,1,1,0.7769152192095309,1.823998276896316
334917,2024-04-10T10:25:01Z,2024-04-10T10:38:58Z,1,1,2,,,,,,,1,2,1,2,2,3,1,1,2,,1,2,,4,3,5,5,5,2,2,2,1,1,2,,,2,1,2,,2,,,,1,2,1,3,1,5,1,1,,,,1,1,2,,2,,2,1,1,,2,,3,,,,3,3,,,,3,4,4,,,1,1,1,3,,1,2,2,2,2,2,,2,2,1,1,1,,5,2,,1,,,,2,1,2,,1,2,,,,,,2,,2,,,2,2,2,,,3,2,2,3,5,3,4,2,1,6,2,,1,1,1,1,1,1,99,1,2,2,,2,3,1,9,3,2,1,3,2,,0.6312594456009705,
335943,2024-04-09T21:18:36Z,2024-04-09T22:28:47Z,2,1,2,,,,,,,1,1,1,3,2,2,1,1,1,,1,2,,5,5,5,5,5,1,2,1,1,1,1,,,1,2,2,,2,,,,1,2,1,3,1,5,1,1,,,,1,1,2,,2,,1,1,1,,2,,1,,,,1,3,,,,3,4,5,,,2,1,1,99,,3,2,2,1,1,1,,1,2,1,1,1,,5,2,,2,,,,2,2,1,,1,1,,,,,,2,,2,,,2,1,2,,,3,1,1,2,3,2,4,2,2,4,2,,4,1,1,4,5,1,2,1,3,2,,2,4,1,3,5,3,1,99,2,2,0.8466205284477055,2.772432765073389
336843,2024-04-09T21:34:33Z,2024-04-09T22:23:19Z,2,1,2,,,,,,,2,2,2,3,2,3,2,1,4,,4,3,3,5,5,5,5,5,5,5,5,5,5,2,,,1,1,1,,3,,,,2,1,2,3,3,5,5,1,,,,2,1,2,,1,,3,4,3,,1,,1,,,,5,3,,,,2,3,3,,,1,1,3,3,,3,2,2,1,3,2,,2,1,2,4,1,,5,2,,2,,,,2,2,1,,3,1,,,,,,2,,1,,,1,2,6,,,2,2,1,2,3,2,3,2,2,4,2,,1,2,2,1,1,11,,4,2,3,99,9,9,1,1,99,1,1,1,3,4,0.2843372479097681,0.4866869223742188
